c1,c2,c3,c4,c5
'1542','Auditorium','274400518|274399749|274401798','T1','A'
'1545','Cap Vert','274400527|274399758|274401807','T1','A'
'1546','CHU - Hôpitaux','274400522|274399753|274401802','T1','A'
'1462','Darcy','274400515|274399746|274401795','T1','A'
'1585','DIJON Gare','274400513|274401793','T1','A'
'1550','Erasme','274400523|274399754|274401803','T1','A'
'1467','Foch Gare','274400514|274399745|274401794','T1','A'
'1528','Godrans 1','274400516|274399747|274401796','T1','A'
'1543','Grand Marché','274400528|274399759|274401808','T1','A'
'1555','Grésilles','274400520|274399751|274401800','T1','A'
'1556','Mazen Sully','274400525|274399756|274401805','T1','A'
'1557','Parc des Sports','274400521|274399752|274401801','T1','A'
'1580','Piscine Olympique','274400526|274399757|274401806','T1','A'
'1558','Poincaré','274400519|274399750|274401799','T1','A'
'1559','QUETIGNY Centre','274400529|274399760|274401809','T1','A'
'1560','République T1','274400517|274399748|274401797','T1','A'
'1544','Université','274400524|274399755|274401804','T1','A'
'1562','Auditorium','274433036|274434316|274433548','T1','R'
'1565','Cap Vert','274433027|274434307|274433539','T1','R'
'1566','CHU - Hôpitaux','274433032|274434312|274433544','T1','R'
'1494','Darcy','274433039|274434319|274433551','T1','R'
'1585','DIJON Gare','274433041|274434321','T1','R'
'1569','Erasme','274433031|274434311|274433543','T1','R'
'1499','Foch Gare','274433040|274434320|274433552','T1','R'
'1536','Godrans 2','274433038|274434318|274433550','T1','R'
'1563','Grand Marché','274433026|274434306|274433538','T1','R'
'1571','Grésilles','274433034|274434314|274433546','T1','R'
'1572','Mazen Sully','274433029|274434309|274433541','T1','R'
'1573','Parc des Sports','274433033|274434313|274433545','T1','R'
'1581','Piscine Olympique','274433028|274434308|274433540','T1','R'
'1574','Poincaré','274433035|274434315|274433547','T1','R'
'1575','QUETIGNY Centre','274433025|274434305|274433537','T1','R'
'1576','République T1','274433037|274434317|274433549','T1','R'
'1564','Université','274433030|274434310|274433542','T1','R'
'1474','1er Mai','274465283|274467079|274466823','T2','A'
'1457','Bourroches','274465281|274467077|274466821','T2','A'
'1469','Carraz','274467076|274466820','T2','A'
'1459','CHENÔVE Centre','274467073|274466817','T2','A'
'1462','Darcy','274465286|274467082|274466826','T2','A'
'1668','DIJON Valmy','274465297|274467093|274466837','T2','A'
'1465','Drapeau','274465289|274467085|274466829','T2','A'
'1466','Europe','274465292|274467088|274466832','T2','A'
'1467','Foch Gare','274465285|274467081|274466825','T2','A'
'1531','Giroud','274465296|274467092|274466836','T2','A'
'1528','Godrans 1','274465287|274467083|274466827','T2','A'
'1672','Jaurès','274465282|274467078|274466822','T2','A'
'1472','Junot','274465290|274467086|274466830','T2','A'
'1464','Le Mail','274467074|274466818','T2','A'
'1530','Monge','274465284|274467080|274466824','T2','A'
'1475','Nation','274465291|274467087|274466831','T2','A'
'1532','Pôle Santé','274465295|274467091|274466835','T2','A'
'1477','République T2','274465288|274467084|274466828','T2','A'
'1484','Toison d''Or','274465293|274467089|274466833','T2','A'
'1533','Valendons','274467075|274466819','T2','A'
'1675','Zénith','274465294|274467090|274466834','T2','A'
'1507','1er Mai','274498575|274500111|274501135','T2','R'
'1490','Bourroches','274498577|274500113|274501137','T2','R'
'1502','Carraz','274498578|274502401|274500114|274502913','T2','R'
'1459','CHENÔVE Centre','274498581|274502404|274500117|274502916','T2','R'
'1494','Darcy','274498572|274500108|274501132','T2','R'
'1509','DIJON Valmy','274498561|274500097|274501121','T2','R'
'1497','Drapeau','274498569|274500105|274501129','T2','R'
'1498','Europe','274498566|274500102|274501126','T2','R'
'1499','Foch Gare','274498573|274500109|274501133','T2','R'
'1538','Giroud','274498562|274500098|274501122','T2','R'
'1536','Godrans 2','274498571|274500107|274501131','T2','R'
'1683','Jaurès','274498576|274500112|274501136','T2','R'
'1505','Junot','274498568|274500104|274501128','T2','R'
'1496','Le Mail','274498580|274502403|274500116|274502915','T2','R'
'1537','Monge','274498574|274500110|274501134','T2','R'
'1508','Nation','274498567|274500103|274501127','T2','R'
'1539','Pôle Santé','274498563|274500099|274501123','T2','R'
'1510','République T2','274498570|274500106|274501130','T2','R'
'1514','Toison d''Or','274498565|274500101|274501125','T2','R'
'1540','Valendons','274498579|274502402|274500115|274502914','T2','R'
'1677','Zénith','274498564|274500100|274501124','T2','R'
'1219','30 Octobre','268643602','03','A'
'397','Albert 1er','268643609','03','A'
'400','Avenue du Lac','268643612','03','A'
'402','Bachelard','268643614','03','A'
'405','Belin','268643617','03','A'
'17','Boulanger','268643597','03','A'
'20','Champmaillot','268643600','03','A'
'403','Champs Perdrix','268643615','03','A'
'1339','Chanoine Kir','268643613','03','A'
'398','CHS La Chartreuse','268643610','03','A'
'865','CHU - Hôpitaux','268643595','03','A'
'19','Creux d''Enfer','268643599','03','A'
'486','Dallas CRI','268643587','03','A'
'1230','Darcy Devosge','268643606','03','A'
'18','Défense','268643598','03','A'
'1288','Dupuis','268643605','03','A'
'484','Epirey Cap Nord','268643585','03','A'
'344','Fontaine d''Ouche','268643618','03','A'
'1442','Gare SNCF','268643607','03','A'
'399','Gorgets','268643611','03','A'
'491','Grésilles','268643592','03','A'
'1212','Jeanne d''Arc','268643596','03','A'
'1613','Lycée Carnot','268643603','03','A'
'487','Lycée Eiffel','268643588','03','A'
'547','Mayence','268643586','03','A'
'1610','Montmuzard','268643593','03','A'
'1611','Parc des Sports','268643594','03','A'
'404','Piscine','268643616','03','A'
'489','Pl. des Savoirs','268643590','03','A'
'1614','République','268643604','03','A'
'488','Seguin','268643589','03','A'
'396','SNCF Vincenot','268643608','03','A'
'490','Ste-Bernadette','268643591','03','A'
'1612','Voltaire','268643601','03','A'
'1216','30 Octobre','268665105|268665361','03','R'
'353','Albert 1er','268665098|268665354','03','R'
'350','Avenue du Lac','268665095|268665351','03','R'
'348','Bachelard','268665093|268665349','03','R'
'345','Belin','268665090|268665346','03','R'
'89','Boulanger','268665110|268665366','03','R'
'86','Champmaillot','268665107|268665363','03','R'
'347','Champs Perdrix','268665092|268665348','03','R'
'977','Chanoine Kir','268665094|268665350','03','R'
'352','CHS La Chartreuse','268665097|268665353','03','R'
'903','CHU - Hôpitaux','268665112|268665368','03','R'
'87','Creux d''Enfer','268665108|268665364','03','R'
'535','Dallas CRI','268665120|268665376','03','R'
'1609','Darcy Sevigné','268665101|268665357','03','R'
'88','Défense','268665109|268665365','03','R'
'1373','Dupuis','268665102|268665358','03','R'
'484','Epirey Cap Nord','268665123','03','R'
'549','Epirey Cap Nord','268665122|268665378','03','R'
'344','Fontaine d''Ouche','268665089|268665345','03','R'
'1443','Gare SNCF','268665100|268665356','03','R'
'351','Gorgets','268665096|268665352','03','R'
'530','Grésilles','268665115|268665371','03','R'
'881','Jeanne d''Arc','268665111|268665367','03','R'
'1616','Lycée Carnot','268665104|268665360','03','R'
'534','Lycée Eiffel','268665119|268665375','03','R'
'21','Lycée H.Fontaine','268665106|268665362','03','R'
'548','Mayence','268665121|268665377','03','R'
'1618','Montmuzard','268665114|268665370','03','R'
'1617','Parc des Sports','268665113|268665369','03','R'
'346','Piscine','268665091|268665347','03','R'
'532','Pl. des Savoirs','268665117|268665373','03','R'
'1615','République','268665103|268665359','03','R'
'533','Seguin','268665118|268665374','03','R'
'355','SNCF Vincenot','268665099|268665355','03','R'
'531','Ste-Bernadette','268665116|268665372','03','R'
'1350','Abbé Chanlon','268697886','04','A'
'316','Amandiers','268697865','04','A'
'251','Bicentenaire','268697896','04','A'
'235','Bossuet','268697875','04','A'
'1348','Bourroches Eiffel','268697882','04','A'
'321','Cellerier','268697870','04','A'
'1623','CHENÔVE Centre','268697891','04','A'
'504','Collège Chapitre','268697890','04','A'
'502','Croix des Valendons','268697888','04','A'
'250','Curie','268697895','04','A'
'962','Dardelain','268697900','04','A'
'1223','DEBRP','268697873','04','A'
'603','Diebold','268697881','04','A'
'779','Dubois','268697871','04','A'
'600','Faubourg Raines','268697879','04','A'
'1387','Félizots','268697863','04','A'
'249','Foussets','268697894','04','A'
'806','Fyot','268697884','04','A'
'1346','Glycines','268697864','04','A'
'252','Grands Crus','268697897','04','A'
'234','Grangier','268697874','04','A'
'445','Hoin','268697868','04','A'
'599','Hôpital','268697878','04','A'
'317','Houdart','268697866','04','A'
'253','Langevin','268697898','04','A'
'1351','Léonard de Vinci','268697887','04','A'
'436','Les Charmes','268697862','04','A'
'1404','Le Suzon','268697859','04','A'
'1375','Lycée de Gaulle','268697858','04','A'
'952','Marsannay','268697899','04','A'
'1257','MARSANNAY Acti-Sud','268697902','04','A'
'1621','Monge','268697877','04','A'
'435','Monnet','268697861','04','A'
'1343','Nation','268697857','04','A'
'1625','Pièce Léger','268697901','04','A'
'503','Renan','268697889','04','A'
'1349','Richet','268697885','04','A'
'320','Rouen','268697869','04','A'
'248','Rue de Longvic','268697893','04','A'
'601','Sainte Chantal','268697880','04','A'
'78','Square Darcy','268697872','04','A'
'1347','Terrillon','268697867','04','A'
'1624','Thibaut','268697892','04','A'
'1353','Trois Saffres','268697860','04','A'
'1266','Volnay','268697883','04','A'
'236','Zola','268697876','04','A'
'1356','Abbé Chanlon','268730641|268730897','04','R'
'302','Amandiers','268730663|268730919','04','R'
'256','Bicentenaire','268730631|268730887','04','R'
'272','Bossuet','268730652|268730908','04','R'
